[WATER_LEVEL_STATION_ID]
;;ID
;;--------------
4335-809
4335-808
4335-823

[REAL_NODE_HEAD]			
;;Name      Date        Time    Value     			
;;--------- ----------- ------- --------			
4335-809	2005/10/2	00:01	13.708
4335-809	2005/10/2	01:01	13.706
4335-809	2005/10/2	02:01	13.574
4335-809	2005/10/2	03:01	14.276
4335-809	2005/10/2	04:01	13.667
4335-809	2005/10/2	05:01	13.867
4335-809	2005/10/2	06:01	13.704
4335-809	2005/10/2	07:01	13.626
4335-809	2005/10/2	08:01	13.591
4335-809	2005/10/2	09:01	13.557
4335-809	2005/10/2	10:01	13.542
4335-809	2005/10/2	11:01	13.531
4335-809	2005/10/2	12:01	13.531
4335-809	2005/10/2	13:01	13.531
4335-809	2005/10/2	14:01	13.531
4335-809	2005/10/2	15:01	13.531
4335-809	2005/10/2	16:01	13.531
4335-809	2005/10/2	17:01	13.531
4335-809	2005/10/2	18:01	13.531
4335-808	2005/10/2	00:01	12.067
4335-808	2005/10/2	01:01	12.386
4335-808	2005/10/2	02:01	12.034
4335-808	2005/10/2	03:01	13.543
4335-808	2005/10/2	04:01	12.21
4335-808	2005/10/2	05:01	13.113
4335-808	2005/10/2	06:01	12.269
4335-808	2005/10/2	07:01	12.134
4335-808	2005/10/2	08:01	12.047
4335-808	2005/10/2	09:01	12.034
4335-808	2005/10/2	10:01	12.034
4335-808	2005/10/2	11:01	12.034
4335-808	2005/10/2	12:01	12.034
4335-808	2005/10/2	13:01	12.094
4335-808	2005/10/2	14:01	12.034
4335-808	2005/10/2	15:01	12.034
4335-808	2005/10/2	16:01	12.034
4335-808	2005/10/2	17:01	12.034
4335-808	2005/10/2	18:01	12.034
4335-823	2005/10/2	00:01	11.476
4335-823	2005/10/2	01:01	11.99
4335-823	2005/10/2	02:01	11.475
4335-823	2005/10/2	03:01	13.063
4335-823	2005/10/2	04:01	12.728
4335-823	2005/10/2	05:01	12.728
4335-823	2005/10/2	06:01	12.728
4335-823	2005/10/2	07:01	12.728
4335-823	2005/10/2	08:01	12.728
4335-823	2005/10/2	09:01	12.728
4335-823	2005/10/2	10:01	12.728
4335-823	2005/10/2	11:01	12.728
4335-823	2005/10/2	12:01	12.728
4335-823	2005/10/2	13:01	12.728
4335-823	2005/10/2	14:01	12.728
4335-823	2005/10/2	15:01	12.728
4335-823	2005/10/2	16:01	12.728
4335-823	2005/10/2	17:01	12.728
4335-823	2005/10/2	18:01	12.728
